filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,25,"{""name"":""rect"",""x"":1809,""y"":961,""width"":55,""height"":75}","{""beneventan"":""clivis""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,26,"{""name"":""rect"",""x"":1866,""y"":967,""width"":61,""height"":65}","{""beneventan"":""torculus""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,27,"{""name"":""rect"",""x"":1889,""y"":1014,""width"":69,""height"":57}","{""beneventan"":""custos""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,28,"{""name"":""rect"",""x"":938,""y"":1191,""width"":47,""height"":67}","{""beneventan"":""virga""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,29,"{""name"":""rect"",""x"":1032,""y"":1201,""width"":49,""height"":49}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,30,"{""name"":""rect"",""x"":1073,""y"":1167,""width"":84,""height"":71}","{""beneventan"":""porrectus""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,31,"{""name"":""rect"",""x"":1079,""y"":1150,""width"":86,""height"":110}","{""beneventan"":""compound""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,32,"{""name"":""rect"",""x"":1173,""y"":1158,""width"":51,""height"":75}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,33,"{""name"":""rect"",""x"":1232,""y"":1148,""width"":63,""height"":92}","{""beneventan"":""clivis""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,34,"{""name"":""rect"",""x"":1283,""y"":1209,""width"":53,""height"":57}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,35,"{""name"":""rect"",""x"":1536,""y"":1165,""width"":59,""height"":67}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,36,"{""name"":""rect"",""x"":1691,""y"":1197,""width"":39,""height"":63}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,37,"{""name"":""rect"",""x"":1744,""y"":1197,""width"":47,""height"":45}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,38,"{""name"":""rect"",""x"":1793,""y"":1171,""width"":57,""height"":67}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,39,"{""name"":""rect"",""x"":1852,""y"":1177,""width"":49,""height"":63}","{""beneventan"":""clivis""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,40,"{""name"":""rect"",""x"":1878,""y"":1195,""width"":86,""height"":82}","{""beneventan"":""custos""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,41,"{""name"":""rect"",""x"":924,""y"":1342,""width"":53,""height"":75}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,42,"{""name"":""rect"",""x"":981,""y"":1366,""width"":47,""height"":63}","{""beneventan"":""clivis""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,43,"{""name"":""rect"",""x"":1071,""y"":1393,""width"":37,""height"":35}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,44,"{""name"":""rect"",""x"":1150,""y"":1401,""width"":53,""height"":33}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,45,"{""name"":""rect"",""x"":1211,""y"":1340,""width"":47,""height"":69}","{""beneventan"":""virga""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,46,"{""name"":""rect"",""x"":1307,""y"":1368,""width"":47,""height"":67}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,47,"{""name"":""rect"",""x"":1413,""y"":1346,""width"":59,""height"":67}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,48,"{""name"":""rect"",""x"":1472,""y"":1342,""width"":53,""height"":67}","{""beneventan"":""clivis""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,49,"{""name"":""rect"",""x"":1572,""y"":1348,""width"":51,""height"":61}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,50,"{""name"":""rect"",""x"":1526,""y"":1405,""width"":47,""height"":41}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,51,"{""name"":""rect"",""x"":1625,""y"":1373,""width"":47,""height"":65}","{""beneventan"":""clivis""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,52,"{""name"":""rect"",""x"":1666,""y"":1397,""width"":43,""height"":45}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,53,"{""name"":""rect"",""x"":1760,""y"":1352,""width"":37,""height"":55}","{""beneventan"":""virga""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,54,"{""name"":""rect"",""x"":1756,""y"":1342,""width"":77,""height"":67}","{""beneventan"":""climacus""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,55,"{""name"":""rect"",""x"":1850,""y"":1375,""width"":63,""height"":69}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,56,"{""name"":""rect"",""x"":1909,""y"":1362,""width"":61,""height"":51}","{""beneventan"":""custos""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,57,"{""name"":""rect"",""x"":844,""y"":1532,""width"":63,""height"":55}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,58,"{""name"":""rect"",""x"":952,""y"":1558,""width"":47,""height"":41}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,59,"{""name"":""rect"",""x"":1003,""y"":1505,""width"":94,""height"":65}","{""beneventan"":""porrectus""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,60,"{""name"":""rect"",""x"":1007,""y"":1505,""width"":84,""height"":98}","{""beneventan"":""compound""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,61,"{""name"":""rect"",""x"":1101,""y"":1507,""width"":55,""height"":84}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,62,"{""name"":""rect"",""x"":1156,""y"":1511,""width"":69,""height"":73}","{""beneventan"":""torculus""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,63,"{""name"":""rect"",""x"":1216,""y"":1562,""width"":53,""height"":53}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,64,"{""name"":""rect"",""x"":1277,""y"":1560,""width"":61,""height"":51}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,65,"{""name"":""rect"",""x"":1493,""y"":1513,""width"":55,""height"":77}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,66,"{""name"":""rect"",""x"":1570,""y"":1530,""width"":43,""height"":55}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,67,"{""name"":""rect"",""x"":1648,""y"":1538,""width"":49,""height"":73}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,68,"{""name"":""rect"",""x"":1729,""y"":1542,""width"":63,""height"":57}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,69,"{""name"":""rect"",""x"":1807,""y"":1542,""width"":57,""height"":61}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,70,"{""name"":""rect"",""x"":1860,""y"":1528,""width"":88,""height"":71}","{""beneventan"":""custos""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,71,"{""name"":""rect"",""x"":836,""y"":1709,""width"":75,""height"":51}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,72,"{""name"":""rect"",""x"":926,""y"":1705,""width"":57,""height"":59}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,73,"{""name"":""rect"",""x"":1010,""y"":1713,""width"":67,""height"":53}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,74,"{""name"":""rect"",""x"":1079,""y"":1748,""width"":57,""height"":37}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,75,"{""name"":""rect"",""x"":1156,""y"":1715,""width"":63,""height"":71}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,76,"{""name"":""rect"",""x"":1474,""y"":1734,""width"":53,""height"":57}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,77,"{""name"":""rect"",""x"":1530,""y"":1730,""width"":49,""height"":57}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,78,"{""name"":""rect"",""x"":1589,""y"":1723,""width"":47,""height"":43}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,79,"{""name"":""rect"",""x"":1640,""y"":1725,""width"":51,""height"":49}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,80,"{""name"":""rect"",""x"":1707,""y"":1699,""width"":57,""height"":73}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,81,"{""name"":""rect"",""x"":1770,""y"":1703,""width"":57,""height"":63}","{""beneventan"":""clivis""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,82,"{""name"":""rect"",""x"":1860,""y"":1701,""width"":71,""height"":67}","{""beneventan"":""torculus""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,83,"{""name"":""rect"",""x"":1905,""y"":1740,""width"":67,""height"":57}","{""beneventan"":""custos""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,84,"{""name"":""rect"",""x"":922,""y"":1862,""width"":43,""height"":80}","{""beneventan"":""virga""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,85,"{""name"":""rect"",""x"":981,""y"":1889,""width"":63,""height"":57}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,86,"{""name"":""rect"",""x"":1118,""y"":1893,""width"":61,""height"":75}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,87,"{""name"":""rect"",""x"":1385,""y"":1901,""width"":55,""height"":65}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,88,"{""name"":""rect"",""x"":1526,""y"":1907,""width"":47,""height"":63}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,89,"{""name"":""rect"",""x"":1599,""y"":1864,""width"":77,""height"":65}","{""beneventan"":""porrectus""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,90,"{""name"":""rect"",""x"":1599,""y"":1864,""width"":77,""height"":94}","{""beneventan"":""compound""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,91,"{""name"":""rect"",""x"":1672,""y"":1876,""width"":41,""height"":67}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,92,"{""name"":""rect"",""x"":1719,""y"":1874,""width"":55,""height"":63}","{""beneventan"":""torculus""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,93,"{""name"":""rect"",""x"":1797,""y"":1925,""width"":49,""height"":41}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,94,"{""name"":""rect"",""x"":1844,""y"":1887,""width"":69,""height"":57}","{""beneventan"":""custos""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,95,"{""name"":""rect"",""x"":879,""y"":2025,""width"":47,""height"":82}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,96,"{""name"":""rect"",""x"":979,""y"":2058,""width"":57,""height"":49}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,97,"{""name"":""rect"",""x"":1103,""y"":2068,""width"":47,""height"":71}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,98,"{""name"":""rect"",""x"":1173,""y"":2068,""width"":65,""height"":47}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,99,"{""name"":""rect"",""x"":1287,""y"":2072,""width"":51,""height"":37}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,100,"{""name"":""rect"",""x"":1358,""y"":2070,""width"":61,""height"":33}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,101,"{""name"":""rect"",""x"":1426,""y"":2044,""width"":55,""height"":71}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,102,"{""name"":""rect"",""x"":1497,""y"":2048,""width"":51,""height"":57}","{""beneventan"":""clivis""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,103,"{""name"":""rect"",""x"":1587,""y"":2039,""width"":53,""height"":69}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,104,"{""name"":""rect"",""x"":1646,""y"":2068,""width"":57,""height"":61}","{""beneventan"":""clivis""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,105,"{""name"":""rect"",""x"":1699,""y"":2086,""width"":45,""height"":45}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,106,"{""name"":""rect"",""x"":1842,""y"":2044,""width"":47,""height"":67}","{""beneventan"":""virga""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,107,"{""name"":""rect"",""x"":1884,""y"":2054,""width"":67,""height"":73}","{""beneventan"":""custos""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,108,"{""name"":""rect"",""x"":824,""y"":2237,""width"":69,""height"":49}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,109,"{""name"":""rect"",""x"":901,""y"":2237,""width"":63,""height"":61}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,110,"{""name"":""rect"",""x"":995,""y"":2233,""width"":57,""height"":53}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,111,"{""name"":""rect"",""x"":1054,""y"":2239,""width"":53,""height"":43}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,112,"{""name"":""rect"",""x"":1101,""y"":2280,""width"":57,""height"":35}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,113,"{""name"":""rect"",""x"":1136,""y"":2215,""width"":90,""height"":63}","{""beneventan"":""porrectus""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,114,"{""name"":""rect"",""x"":1152,""y"":2215,""width"":69,""height"":90}","{""beneventan"":""compound""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,115,"{""name"":""rect"",""x"":1232,""y"":2217,""width"":47,""height"":71}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,116,"{""name"":""rect"",""x"":1285,""y"":2201,""width"":82,""height"":86}","{""beneventan"":""torculus""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,117,"{""name"":""rect"",""x"":1417,""y"":2272,""width"":61,""height"":39}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,118,"{""name"":""rect"",""x"":1634,""y"":2207,""width"":59,""height"":90}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,119,"{""name"":""rect"",""x"":1770,""y"":2252,""width"":61,""height"":69}","{""beneventan"":""pes""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,120,"{""name"":""rect"",""x"":1836,""y"":2247,""width"":71,""height"":57}","{""beneventan"":""custos""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,121,"{""name"":""rect"",""x"":852,""y"":2419,""width"":57,""height"":45}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,122,"{""name"":""rect"",""x"":934,""y"":2402,""width"":51,""height"":63}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,123,"{""name"":""rect"",""x"":987,""y"":2413,""width"":51,""height"":51}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,124,"{""name"":""rect"",""x"":1193,""y"":2419,""width"":59,""height"":47}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,125,"{""name"":""rect"",""x"":1344,""y"":2417,""width"":80,""height"":80}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,126,"{""name"":""rect"",""x"":1515,""y"":2419,""width"":53,""height"":49}","{""beneventan"":""puncta""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,127,"{""name"":""rect"",""x"":1754,""y"":2435,""width"":88,""height"":59}","{""beneventan"":""liq""}"
C32_25r-30r-4.jpg,3494117,"{""beneventan"":""beneventan""}",129,128,"{""name"":""rect"",""x"":1874,""y"":2413,""width"":98,""height"":71}","{""beneventan"":""custos""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,0,"{""name"":""rect"",""x"":587,""y"":808,""width"":57,""height"":61}","{""beneventan"":""puncta""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,1,"{""name"":""rect"",""x"":685,""y"":824,""width"":31,""height"":37}","{""beneventan"":""puncta""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,2,"{""name"":""rect"",""x"":761,""y"":822,""width"":47,""height"":39}","{""beneventan"":""puncta""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,3,"{""name"":""rect"",""x"":848,""y"":779,""width"":49,""height"":86}","{""beneventan"":""pes""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,4,"{""name"":""rect"",""x"":897,""y"":787,""width"":49,""height"":73}","{""beneventan"":""clivis""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,5,"{""name"":""rect"",""x"":997,""y"":793,""width"":67,""height"":63}","{""beneventan"":""torculus""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,6,"{""name"":""rect"",""x"":1242,""y"":777,""width"":37,""height"":86}","{""beneventan"":""virga""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,7,"{""name"":""rect"",""x"":1389,""y"":816,""width"":69,""height"":55}","{""beneventan"":""liq""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,8,"{""name"":""rect"",""x"":1515,""y"":818,""width"":49,""height"":67}","{""beneventan"":""pes""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,9,"{""name"":""rect"",""x"":1581,""y"":822,""width"":55,""height"":57}","{""beneventan"":""puncta""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,10,"{""name"":""rect"",""x"":1638,""y"":797,""width"":86,""height"":75}","{""beneventan"":""custos""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,11,"{""name"":""rect"",""x"":589,""y"":959,""width"":65,""height"":90}","{""beneventan"":""virga""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,12,"{""name"":""rect"",""x"":659,""y"":987,""width"":57,""height"":61}","{""beneventan"":""puncta""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,13,"{""name"":""rect"",""x"":755,""y"":969,""width"":57,""height"":90}","{""beneventan"":""pes""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,14,"{""name"":""rect"",""x"":812,""y"":989,""width"":61,""height"":53}","{""beneventan"":""puncta""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,15,"{""name"":""rect"",""x"":867,""y"":991,""width"":43,""height"":41}","{""beneventan"":""puncta""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,16,"{""name"":""rect"",""x"":922,""y"":995,""width"":59,""height"":37}","{""beneventan"":""puncta""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,17,"{""name"":""rect"",""x"":995,""y"":961,""width"":96,""height"":69}","{""beneventan"":""porrectus""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,18,"{""name"":""rect"",""x"":995,""y"":957,""width"":116,""height"":94}","{""beneventan"":""compound""}"
C32_25r-30r-5.jpg,3235193,"{""beneventan"":""beneventan""}",129,19,"{""name"":""rect"",""x"":1101,""y"":952,""width"":47,""height"":77}","{""beneventan"":""pes""}"
